Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,12504.0,No,Travel_Rarely,530,Sales,29,1,Medical,473.0,1,Female,91,3,3,Manager,3,Married,23978.0,3,No,21.0,4.0,2,1,15,3,1,0,0,0,0
37,5974.0,No,Travel_Rarely,1319,Research & Development,6,3,Medical,474.0,3,Male,51,4,2,Research Scientist,1,Divorced,17001.0,4,Yes,13.0,3.0,1,2,13,2,3,7,7,6,7
30,4736.0,No,Non-Travel,641,Sales,25,2,Technical Degree,475.0,4,Female,85,3,2,Sales Executive,3,Married,6069.0,7,Yes,12.0,3.0,2,1,4,2,4,2,2,2,2
26,5296.0,No,Travel_Rarely,933,Sales,1,3,Life Sciences,476.0,3,Male,57,3,2,Sales Executive,3,Married,20156.0,1,No,17.0,3.0,2,1,8,3,3,8,7,7,7
42,6781.0,No,Travel_Rarely,1332,Research & Development,2,4,Other,477.0,1,Male,98,2,2,Healthcare Representative,4,Single,17078.0,3,No,23.0,4.0,2,0,14,6,3,1,0,0,0
21,2174.0,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,478.0,1,Female,99,2,1,Sales Representative,2,Single,9150.0,1,Yes,11.0,3.0,3,0,3,3,3,3,2,1,2
36,6653.0,No,Non-Travel,845,Sales,1,5,Medical,479.0,4,Female,45,3,2,Sales Executive,4,Single,15276.0,4,No,15.0,3.0,2,0,7,6,3,1,0,0,0
36,9699.0,No,Travel_Frequently,541,Sales,3,4,Medical,481.0,1,Male,48,2,3,Sales Executive,4,Married,7246.0,4,No,11.0,3.0,1,1,16,2,3,13,9,1,12
57,6755.0,No,Travel_Rarely,593,Research & Development,1,4,Medical,482.0,4,Male,88,3,2,Healthcare Representative,3,Married,2967.0,2,No,11.0,3.0,3,0,15,2,3,3,2,1,2
40,2213.0,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,483.0,4,Female,46,4,1,Laboratory Technician,3,Married,22495.0,3,Yes,13.0,3.0,3,1,10,3,3,7,7,1,7
21,2610.0,No,Non-Travel,895,Sales,9,2,Medical,484.0,1,Male,39,3,1,Sales Representative,4,Single,2851.0,1,No,24.0,4.0,3,0,3,3,2,3,2,2,2
33,2851.0,Yes,Travel_Rarely,350,Sales,5,3,Marketing,485.0,4,Female,34,3,1,Sales Representative,3,Single,9150.0,1,Yes,13.0,3.0,2,0,1,2,3,1,0,0,0
37,3452.0,No,Travel_Rarely,921,Research & Development,10,3,Medical,486.0,3,Female,98,3,1,Laboratory Technician,1,Married,17663.0,6,No,20.0,4.0,2,1,17,3,3,5,4,0,3
46,5258.0,No,Non-Travel,1144,Research & Development,7,4,Medical,487.0,3,Female,30,3,2,Manufacturing Director,3,Married,16044.0,2,No,14.0,3.0,3,0,7,2,4,1,0,0,0
41,9355.0,Yes,Travel_Frequently,143,Sales,4,3,Marketing,488.0,1,Male,56,3,2,Sales Executive,2,Single,9558.0,1,No,18.0,3.0,3,0,8,5,3,8,7,7,7
50,10496.0,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,491.0,4,Male,100,2,3,Healthcare Representative,4,Single,2755.0,6,No,15.0,3.0,4,0,20,2,3,4,3,1,3
40,6380.0,Yes,Travel_Rarely,575,Sales,22,2,Marketing,492.0,3,Male,68,2,2,Sales Executive,3,Married,6110.0,2,Yes,12.0,3.0,1,2,8,6,3,6,4,1,0
31,2657.0,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493.0,3,Male,42,2,1,Research Scientist,2,Single,7551.0,0,Yes,16.0,3.0,4,0,3,5,3,2,2,2,2
21,2716.0,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,494.0,3,Female,90,4,1,Sales Representative,2,Single,25422.0,1,No,15.0,3.0,4,0,1,0,3,1,0,0,0
29,2201.0,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,495.0,4,Male,54,3,1,Research Scientist,4,Single,18168.0,9,No,16.0,3.0,4,0,6,4,3,3,2,1,2
35,6540.0,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496.0,3,Male,97,2,2,Healthcare Representative,2,Single,19394.0,9,No,19.0,3.0,3,0,10,5,3,1,1,0,0
27,3816.0,No,Travel_Rarely,1469,Research & Development,1,2,Medical,497.0,4,Male,82,3,1,Laboratory Technician,2,Divorced,17881.0,1,No,11.0,3.0,2,1,5,2,3,5,2,0,4
28,5253.0,No,Travel_Rarely,304,Sales,9,4,Life Sciences,498.0,2,Male,92,3,2,Sales Executive,4,Single,20750.0,1,No,16.0,3.0,4,0,7,1,3,7,5,0,7
49,10965.0,No,Travel_Rarely,1261,Research & Development,7,3,Other,499.0,2,Male,31,2,3,Healthcare Representative,3,Single,12066.0,8,No,24.0,4.0,3,0,26,2,3,5,2,0,0
51,4936.0,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,500.0,3,Female,87,3,2,Sales Executive,4,Married,14862.0,4,No,11.0,3.0,3,1,18,2,2,7,7,0,7
36,2543.0,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501.0,4,Female,96,3,1,Research Scientist,3,Married,11868.0,4,No,13.0,3.0,2,1,6,3,3,2,2,2,2
34,5304.0,Yes,Non-Travel,1362,Sales,19,3,Marketing,502.0,1,Male,67,4,2,Sales Executive,4,Single,4652.0,8,Yes,13.0,3.0,2,0,9,3,2,5,2,0,4
55,16659.0,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505.0,3,Female,97,3,4,Manager,4,Single,23258.0,2,Yes,13.0,3.0,3,0,30,2,3,5,4,1,2
24,4260.0,No,Travel_Rarely,1371,Sales,10,4,Marketing,507.0,4,Female,77,3,2,Sales Executive,3,Divorced,5915.0,1,Yes,12.0,3.0,4,1,5,2,4,5,2,0,3
30,2476.0,No,Travel_Rarely,202,Sales,2,1,Technical Degree,508.0,3,Male,72,3,1,Sales Representative,2,Married,17434.0,1,No,18.0,3.0,1,1,1,3,3,1,0,0,0
26,3102.0,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510.0,3,Male,73,3,1,Research Scientist,1,Single,6582.0,0,No,22.0,4.0,3,0,7,2,3,6,4,0,4
22,2244.0,No,Travel_Rarely,253,Research & Development,11,3,Medical,511.0,1,Female,43,3,1,Research Scientist,2,Married,24440.0,1,No,13.0,3.0,4,1,2,1,3,2,1,1,2
36,7596.0,No,Travel_Rarely,164,Sales,2,2,Medical,513.0,2,Male,61,2,3,Sales Executive,3,Married,3809.0,1,No,13.0,3.0,2,2,10,2,3,10,9,9,0
30,2285.0,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514.0,3,Male,40,3,1,Research Scientist,4,Single,3427.0,9,Yes,23.0,4.0,3,0,3,4,3,1,0,0,0
37,3034.0,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515.0,4,Female,95,3,1,Laboratory Technician,1,Divorced,26914.0,1,No,12.0,3.0,3,1,18,2,2,18,7,12,17
40,5715.0,No,Travel_Rarely,759,Sales,2,2,Marketing,516.0,4,Female,46,3,2,Sales Executive,2,Divorced,22553.0,7,No,12.0,3.0,3,2,8,5,3,5,4,1,3
42,2576.0,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517.0,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490.0,3,No,16.0,3.0,2,1,8,5,3,5,2,1,2
37,4197.0,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518.0,3,Male,49,3,2,Manufacturing Director,2,Single,21123.0,2,Yes,12.0,3.0,4,0,18,2,2,1,0,0,1
43,14336.0,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520.0,1,Male,59,2,4,Research Director,2,Divorced,4345.0,1,No,11.0,3.0,3,1,25,3,3,25,10,3,9
40,3448.0,No,Travel_Rarely,555,Research & Development,2,3,Medical,521.0,2,Female,78,2,2,Laboratory Technician,3,Married,13436.0,6,No,22.0,4.0,2,1,20,3,3,1,0,0,0
54,19406.0,No,Travel_Rarely,821,Research & Development,5,2,Medical,522.0,1,Male,86,3,5,Research Director,1,Married,8509.0,4,No,11.0,3.0,3,1,24,4,2,4,2,1,2
34,6538.0,No,Non-Travel,1381,Sales,4,4,Marketing,523.0,3,Female,72,3,2,Sales Executive,3,Married,12740.0,9,No,15.0,3.0,1,1,6,3,3,3,2,1,2
31,4306.0,No,Travel_Rarely,480,Research & Development,7,2,Medical,524.0,2,Female,31,3,2,Manufacturing Director,1,Married,4156.0,1,No,12.0,3.0,2,1,13,5,1,13,10,3,12
43,2258.0,No,Travel_Frequently,313,Research & Development,21,3,Medical,525.0,4,Male,61,3,1,Laboratory Technician,4,Married,15238.0,7,No,20.0,4.0,1,1,8,1,3,3,2,1,2
43,4522.0,No,Travel_Rarely,1473,Research & Development,8,4,Other,526.0,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227.0,4,Yes,14.0,3.0,4,0,8,3,3,5,2,0,2
25,4487.0,No,Travel_Rarely,891,Sales,4,2,Life Sciences,527.0,2,Female,99,2,2,Sales Executive,4,Single,12090.0,1,Yes,11.0,3.0,2,0,5,3,3,5,4,1,3
37,4449.0,No,Non-Travel,1063,Research & Development,25,5,Medical,529.0,2,Female,72,3,2,Research Scientist,3,Married,23866.0,3,Yes,15.0,3.0,1,2,15,2,3,13,11,10,7
31,2218.0,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530.0,4,Male,98,2,1,Laboratory Technician,1,Married,16193.0,1,No,12.0,3.0,3,1,4,3,3,4,2,3,2
39,19197.0,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531.0,2,Male,52,3,5,Manager,3,Divorced,8213.0,1,Yes,14.0,3.0,3,1,21,3,3,21,8,1,6
56,13212.0,No,Travel_Frequently,906,Sales,6,3,Life Sciences,532.0,3,Female,86,4,4,Sales Executive,1,Married,18256.0,9,No,11.0,3.0,4,3,36,0,2,7,7,7,7
30,6577.0,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,533.0,2,Female,83,3,2,Sales Executive,3,Single,19558.0,0,No,11.0,3.0,2,0,6,6,3,5,4,4,4
41,8392.0,No,Travel_Rarely,645,Sales,1,3,Marketing,534.0,2,Male,49,4,3,Sales Executive,1,Married,19566.0,1,No,16.0,3.0,3,1,10,2,3,10,7,0,7
28,4558.0,No,Travel_Rarely,1300,Research & Development,17,2,Medical,536.0,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535.0,1,No,12.0,3.0,4,1,10,2,3,10,0,1,8
25,4031.0,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,538.0,1,Male,91,3,1,Laboratory Technician,1,Married,9396.0,5,No,13.0,3.0,3,1,6,5,3,2,2,0,2
52,7969.0,No,Travel_Rarely,319,Research & Development,3,3,Medical,543.0,4,Male,39,2,3,Manufacturing Director,3,Married,19609.0,2,Yes,14.0,3.0,3,0,28,4,3,5,4,0,4
45,2654.0,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544.0,1,Male,69,3,1,Research Scientist,4,Married,9655.0,3,No,21.0,4.0,4,2,8,3,2,2,2,0,2
52,16555.0,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546.0,4,Female,30,3,4,Manager,4,Married,10310.0,2,No,13.0,3.0,4,0,31,2,1,5,2,1,4
42,4556.0,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547.0,1,Female,92,3,2,Research Scientist,3,Divorced,12932.0,2,No,11.0,3.0,2,1,19,3,3,5,4,0,2
30,6091.0,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548.0,3,Female,43,1,2,Manufacturing Director,4,Single,24793.0,2,No,20.0,4.0,3,0,11,2,3,5,4,0,2
60,19566.0,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549.0,1,Female,41,3,5,Manager,1,Married,3854.0,5,No,11.0,3.0,4,0,33,5,1,29,8,11,10
46,4810.0,No,Travel_Rarely,1485,Research & Development,18,3,Medical,550.0,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314.0,2,No,14.0,3.0,3,1,19,5,2,10,7,0,8
42,4523.0,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551.0,4,Female,88,2,2,Healthcare Representative,4,Married,4386.0,0,No,11.0,3.0,4,3,7,4,4,6,5,0,4
24,3202.0,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,554.0,1,Female,62,3,1,Sales Representative,2,Single,21972.0,1,Yes,16.0,3.0,2,0,6,4,3,5,3,1,4
34,2351.0,Yes,Travel_Frequently,296,Sales,6,2,Marketing,555.0,4,Female,33,1,1,Sales Representative,3,Divorced,12253.0,0,No,16.0,3.0,4,1,3,3,2,2,2,1,0
38,1702.0,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556.0,4,Male,42,3,1,Laboratory Technician,4,Married,12106.0,1,Yes,23.0,4.0,3,1,1,3,3,1,0,0,0
40,18041.0,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558.0,3,Female,79,3,5,Manager,3,Married,13022.0,0,No,14.0,3.0,4,0,21,2,3,20,15,1,12
26,2886.0,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560.0,1,Female,90,3,1,Research Scientist,4,Divorced,3032.0,1,No,22.0,4.0,2,2,3,3,1,3,2,0,2
30,2097.0,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,562.0,3,Male,53,3,1,Laboratory Technician,4,Married,16734.0,4,No,15.0,3.0,3,1,9,3,1,5,3,1,4
29,11935.0,No,Travel_Rarely,986,Research & Development,3,4,Medical,564.0,2,Male,93,2,3,Research Director,3,Married,21526.0,1,No,18.0,3.0,3,0,10,2,3,10,2,0,7
29,2546.0,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565.0,3,Female,71,2,1,Research Scientist,2,Married,18300.0,5,No,16.0,3.0,2,0,6,2,4,2,2,1,1
19,2564.0,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566.0,1,Male,52,2,1,Human Resources,4,Single,18437.0,1,No,12.0,3.0,3,0,1,3,4,1,0,0,0
30,8412.0,No,Non-Travel,1398,Sales,22,4,Other,567.0,3,Female,69,3,3,Sales Executive,1,Married,2890.0,0,No,11.0,3.0,3,0,10,3,3,9,8,7,8
57,14118.0,No,Travel_Rarely,210,Sales,29,3,Marketing,568.0,1,Male,56,2,4,Manager,4,Divorced,22102.0,3,No,12.0,3.0,3,1,32,3,2,1,0,0,0
50,17046.0,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569.0,2,Male,88,2,4,Manager,3,Married,9314.0,0,No,15.0,3.0,2,1,28,2,3,27,10,15,7
30,2564.0,No,Non-Travel,1116,Research & Development,2,3,Medical,571.0,3,Female,49,3,1,Laboratory Technician,4,Single,7181.0,0,No,14.0,3.0,3,0,12,2,2,11,7,6,7
60,10266.0,No,Travel_Frequently,1499,Sales,28,3,Marketing,573.0,3,Female,80,2,3,Sales Executive,1,Married,2845.0,4,No,19.0,3.0,4,0,22,5,4,18,13,13,11
47,5070.0,No,Travel_Rarely,983,Research & Development,2,2,Medical,574.0,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389.0,5,No,13.0,3.0,3,3,20,2,3,5,0,0,4
46,17861.0,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575.0,1,Male,51,3,4,Research Director,3,Married,2288.0,6,No,13.0,3.0,3,0,26,2,1,3,2,0,1
35,4230.0,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577.0,4,Male,46,1,1,Laboratory Technician,3,Single,19225.0,0,No,15.0,3.0,3,0,6,2,3,5,4,4,3
54,3780.0,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578.0,3,Female,42,3,2,Laboratory Technician,3,Single,23428.0,7,No,11.0,3.0,3,0,19,3,3,1,0,0,0
34,2768.0,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579.0,4,Male,62,2,1,Research Scientist,3,Divorced,8416.0,3,No,12.0,3.0,3,1,14,3,3,7,3,5,7
46,9071.0,No,Travel_Rarely,1125,Sales,10,3,Marketing,580.0,3,Female,94,2,3,Sales Executive,4,Married,11563.0,2,Yes,19.0,3.0,3,1,15,3,3,3,2,1,2
31,10648.0,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581.0,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394.0,1,No,25.0,4.0,4,1,13,6,4,13,8,0,8
33,13610.0,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,582.0,2,Male,56,3,3,Manager,3,Married,24619.0,7,Yes,12.0,3.0,4,0,15,2,4,7,6,7,7
33,3408.0,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,584.0,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705.0,7,No,13.0,3.0,1,3,8,2,3,4,3,1,3
30,2983.0,No,Travel_Rarely,413,Sales,7,1,Marketing,585.0,4,Male,57,3,1,Sales Representative,2,Single,18398.0,0,No,14.0,3.0,1,0,4,3,3,3,2,1,2
35,7632.0,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586.0,4,Male,72,3,3,Healthcare Representative,3,Married,14295.0,4,Yes,12.0,3.0,3,0,10,2,3,8,7,0,0
31,9824.0,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587.0,1,Male,66,3,3,Healthcare Representative,3,Married,22908.0,3,No,12.0,3.0,1,0,12,2,3,1,0,0,0
34,9950.0,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590.0,2,Female,43,3,3,Human Resources,1,Divorced,11533.0,9,Yes,15.0,3.0,3,3,11,2,3,3,2,0,2
42,2093.0,No,Travel_Frequently,1474,Research & Development,5,2,Other,591.0,2,Male,97,3,1,Laboratory Technician,3,Married,9260.0,4,No,17.0,3.0,4,1,8,4,3,2,2,2,0
36,9980.0,No,Non-Travel,635,Sales,10,4,Medical,592.0,2,Male,32,3,3,Sales Executive,4,Single,15318.0,1,No,14.0,3.0,4,0,10,3,2,10,3,9,7
22,3894.0,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593.0,3,Male,99,2,1,Laboratory Technician,3,Single,9129.0,5,No,16.0,3.0,3,0,4,3,3,2,2,1,2
48,4051.0,No,Travel_Rarely,163,Sales,2,5,Marketing,595.0,2,Female,37,3,2,Sales Executive,4,Married,19658.0,2,No,14.0,3.0,1,1,14,2,3,9,7,6,7
55,16835.0,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,597.0,1,Female,83,3,4,Manager,2,Single,9873.0,3,No,23.0,4.0,4,0,37,2,3,10,9,7,7
41,6230.0,No,Non-Travel,267,Sales,10,2,Life Sciences,599.0,4,Male,56,3,2,Sales Executive,4,Single,13430.0,7,No,14.0,3.0,4,0,16,3,3,14,3,1,10
35,4717.0,No,Travel_Rarely,619,Sales,1,3,Marketing,600.0,2,Male,85,3,2,Sales Executive,3,Married,18659.0,9,No,11.0,3.0,3,0,15,2,3,11,9,6,9
40,13237.0,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601.0,2,Female,75,3,4,Manufacturing Director,3,Single,20364.0,7,No,15.0,3.0,3,0,22,3,3,20,6,5,13
39,3755.0,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602.0,3,Female,48,3,1,Laboratory Technician,3,Married,17872.0,1,No,11.0,3.0,1,1,8,3,3,8,3,0,7
31,6582.0,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604.0,2,Male,77,3,2,Sales Executive,4,Single,8346.0,4,Yes,13.0,3.0,3,0,10,2,4,6,5,0,5
42,7406.0,No,Travel_Rarely,319,Research & Development,24,3,Medical,605.0,4,Male,56,3,3,Manufacturing Director,1,Married,6950.0,1,Yes,21.0,4.0,4,1,10,5,2,10,9,5,8
45,4805.0,No,Travel_Rarely,561,Sales,2,3,Other,606.0,4,Male,61,3,2,Sales Executive,2,Married,16177.0,0,No,19.0,3.0,2,1,9,3,4,8,7,3,7
26,2741.0,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608.0,2,Female,58,3,1,Human Resources,3,Divorced,22808.0,0,Yes,11.0,3.0,2,1,8,2,2,7,7,1,0
29,4262.0,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611.0,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645.0,4,No,12.0,3.0,2,2,8,2,4,3,2,1,2
33,16184.0,No,Travel_Rarely,922,Research & Development,1,5,Medical,612.0,1,Female,95,4,4,Research Director,3,Divorced,22578.0,4,No,19.0,3.0,3,1,10,2,3,6,1,0,5
31,11557.0,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613.0,3,Male,44,2,3,Manager,4,Divorced,25291.0,9,No,21.0,4.0,3,1,10,3,2,5,4,0,1
18,1878.0,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614.0,2,Male,69,3,1,Sales Representative,2,Single,8059.0,1,Yes,14.0,3.0,4,0,0,3,3,0,0,0,0
40,10932.0,No,Non-Travel,1094,Sales,28,3,Other,615.0,3,Male,58,1,3,Sales Executive,1,Divorced,11373.0,3,No,15.0,3.0,3,1,20,2,3,1,0,0,1
41,6811.0,No,Non-Travel,509,Research & Development,2,4,Other,616.0,1,Female,62,2,2,Healthcare Representative,3,Single,2112.0,2,Yes,17.0,3.0,1,0,10,3,3,8,7,0,7
26,4306.0,No,Travel_Rarely,775,Sales,29,2,Medical,618.0,1,Male,45,3,2,Sales Executive,3,Divorced,4267.0,5,No,12.0,3.0,1,2,8,5,3,0,0,0,0
35,4859.0,No,Travel_Rarely,195,Sales,1,3,Medical,620.0,1,Female,80,3,2,Sales Executive,3,Single,6698.0,1,No,16.0,3.0,4,0,5,3,3,5,4,0,3
34,5337.0,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621.0,4,Male,74,4,2,Sales Executive,4,Single,19921.0,1,No,12.0,3.0,4,0,10,3,3,10,7,5,7
26,2340.0,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622.0,3,Male,66,1,1,Laboratory Technician,4,Single,23213.0,1,Yes,18.0,3.0,2,0,1,3,1,1,0,0,0
37,7491.0,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,623.0,2,Female,59,3,3,Manufacturing Director,4,Single,23848.0,4,No,17.0,3.0,4,0,12,3,4,6,5,1,2
46,10527.0,No,Travel_Frequently,1034,Research & Development,18,1,Medical,624.0,1,Female,86,3,3,Healthcare Representative,3,Married,8984.0,5,No,11.0,3.0,4,0,28,3,2,2,2,1,2
41,16595.0,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625.0,2,Female,91,3,4,Manager,1,Married,5626.0,7,No,16.0,3.0,2,1,22,2,3,18,16,11,8
37,8834.0,No,Non-Travel,142,Sales,9,4,Medical,626.0,1,Male,69,3,3,Sales Executive,2,Divorced,24666.0,1,No,13.0,3.0,4,1,9,6,3,9,5,7,7
52,5577.0,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630.0,4,Male,78,3,2,Research Scientist,1,Divorced,22087.0,3,Yes,12.0,3.0,2,2,18,3,3,10,9,6,9
32,4707.0,Yes,Non-Travel,1474,Sales,11,4,Other,631.0,4,Male,60,4,2,Sales Executive,3,Married,23914.0,8,No,12.0,3.0,4,0,6,2,3,4,2,1,2
24,2400.0,No,Travel_Frequently,535,Sales,24,3,Medical,632.0,4,Male,38,3,1,Sales Representative,4,Married,5530.0,0,No,13.0,3.0,3,2,3,3,3,2,2,2,1
38,9824.0,No,Travel_Rarely,1495,Research & Development,10,3,Medical,634.0,3,Female,76,3,2,Healthcare Representative,3,Married,22174.0,3,No,19.0,3.0,3,1,18,4,3,1,0,0,0
37,6447.0,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635.0,2,Female,65,3,2,Manufacturing Director,2,Married,15701.0,6,No,12.0,3.0,2,1,8,2,2,6,5,4,3
49,19502.0,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,638.0,4,Male,58,2,5,Research Director,3,Divorced,2125.0,1,Yes,17.0,3.0,3,1,31,5,3,31,9,0,9
24,2725.0,No,Travel_Rarely,691,Research & Development,23,3,Medical,639.0,2,Male,89,4,1,Research Scientist,4,Married,21630.0,1,Yes,11.0,3.0,2,2,6,3,3,6,5,1,4
26,6272.0,No,Travel_Rarely,703,Sales,28,2,Marketing,641.0,1,Male,66,3,2,Sales Executive,2,Married,7428.0,1,No,20.0,4.0,4,2,6,5,4,5,3,1,4
24,2127.0,No,Travel_Rarely,823,Research & Development,17,2,Other,643.0,4,Male,94,2,1,Laboratory Technician,2,Married,9100.0,1,No,21.0,4.0,4,1,1,2,3,1,0,0,0
50,18200.0,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644.0,1,Male,99,3,5,Manager,2,Married,7999.0,1,No,11.0,3.0,3,1,32,2,3,32,5,10,7
25,2096.0,No,Travel_Rarely,622,Sales,13,1,Medical,645.0,2,Male,40,3,1,Sales Representative,3,Married,26376.0,1,No,11.0,3.0,3,0,7,1,3,7,4,0,6
24,2886.0,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,647.0,1,Female,55,3,1,Laboratory Technician,3,Married,14168.0,1,Yes,16.0,3.0,4,1,6,4,3,6,3,1,2
30,2033.0,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648.0,2,Male,74,2,1,Sales Representative,1,Married,14470.0,1,No,18.0,3.0,3,1,1,2,4,1,0,0,0
34,3622.0,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649.0,2,Male,83,2,1,Research Scientist,4,Married,22794.0,1,Yes,13.0,3.0,4,1,6,3,3,6,5,1,3
31,4233.0,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650.0,2,Male,46,3,2,Sales Executive,1,Divorced,11512.0,2,No,17.0,3.0,3,0,9,2,1,3,1,1,2
35,3681.0,No,Travel_Rarely,538,Research & Development,25,2,Other,652.0,1,Male,54,2,2,Laboratory Technician,4,Single,14004.0,4,No,14.0,3.0,4,0,9,3,3,3,2,0,2
31,5460.0,No,Travel_Rarely,525,Sales,6,4,Medical,653.0,1,Male,66,4,2,Sales Executive,4,Divorced,6219.0,4,No,22.0,4.0,4,2,13,4,4,7,7,5,7
27,2187.0,No,Travel_Rarely,798,Research & Development,6,4,Medical,655.0,1,Female,66,2,1,Research Scientist,3,Divorced,5013.0,0,No,12.0,3.0,3,2,6,5,2,5,3,0,3
37,9602.0,No,Travel_Rarely,558,Sales,2,3,Marketing,656.0,4,Male,75,3,2,Sales Executive,3,Married,3010.0,4,Yes,11.0,3.0,3,1,17,3,2,3,0,1,0
20,2836.0,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657.0,4,Female,83,2,1,Research Scientist,2,Single,11757.0,1,No,13.0,3.0,4,0,1,0,4,1,0,0,0
42,4089.0,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659.0,3,Female,81,3,2,Healthcare Representative,4,Married,5718.0,1,No,13.0,3.0,2,2,10,4,3,10,2,2,2
43,16627.0,No,Travel_Rarely,782,Research & Development,6,4,Other,661.0,2,Male,50,2,4,Research Director,4,Divorced,2671.0,4,Yes,14.0,3.0,3,1,21,3,2,1,0,0,0
38,2619.0,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662.0,3,Female,43,3,1,Research Scientist,1,Single,14561.0,3,No,17.0,3.0,4,0,8,3,2,0,0,0,0
