Fecha,Hora,Noroeste PM10,Noroeste monóxido de carbono,Noreste PM10,Noreste monóxido de carbono,Centro PM10,Centro monóxido de carbono,Suroeste PM10,Suroeste monóxido de carbono,Sureste PM10,Sureste monóxido de carbono
10/12/2016,8,57,5.0,50,10.0,43,5.0,38,5.0,55.0,6.0
10/12/2016,9,57,5.0,55,12.0,43,5.0,36,5.0,57.0,6.0
10/12/2016,10,57,5.0,60,12.0,43,5.0,36,5.0,58.0,6.0
10/12/2016,11,55,5.0,61,12.0,43,5.0,36,5.0,58.0,7.0
10/12/2016,12,55,6.0,63,12.0,43,5.0,35,5.0,60.0,7.0
10/12/2016,13,54,6.0,63,11.0,41,5.0,35,5.0,58.0,7.0
10/12/2016,14,54,6.0,64,10.0,41,6.0,34,5.0,58.0,6.0
10/12/2016,15,52,7.0,64,8.0,34,5.0,34,6.0,58.0,5.0
10/12/2016,16,52,6.0,63,7.0,35,5.0,34,6.0,58.0,5.0
10/12/2016,17,51,6.0,61,7.0,36,5.0,33,6.0,58.0,5.0
10/12/2016,18,49,6.0,60,6.0,36,5.0,31,6.0,57.0,5.0
10/12/2016,19,45,6.0,60,6.0,34,5.0,31,6.0,57.0,4.0
10/12/2016,20,44,6.0,58,6.0,33,6.0,31,6.0,57.0,5.0
10/12/2016,21,44,6.0,55,6.0,33,6.0,30,6.0,57.0,5.0
10/12/2016,22,44,5.0,55,6.0,31,6.0,30,6.0,55.0,5.0
10/12/2016,23,44,5.0,55,6.0,31,6.0,30,6.0,57.0,5.0
10/12/2016,24,44,5.0,57,6.0,31,6.0,30,6.0,57.0,6.0
11/12/2016,1,44,5.0,58,6.0,31,6.0,30,6.0,58.0,6.0
11/12/2016,2,44,5.0,58,6.0,31,6.0,30,6.0,58.0,6.0
11/12/2016,3,44,5.0,60,6.0,31,6.0,31,6.0,60.0,7.0
11/12/2016,4,44,5.0,60,7.0,31,5.0,30,5.0,61.0,7.0
11/12/2016,5,45,5.0,61,7.0,31,5.0,31,5.0,61.0,7.0
11/12/2016,6,46,5.0,61,7.0,31,5.0,31,5.0,61.0,6.0
11/12/2016,7,46,5.0,61,7.0,33,6.0,31,5.0,61.0,6.0
11/12/2016,8,48,5.0,58,8.0,33,7.0,33,6.0,60.0,7.0
11/12/2016,9,49,6.0,55,9.0,33,8.0,33,6.0,58.0,7.0
11/12/2016,10,50,6.0,57,9.0,34,8.0,33,6.0,57.0,7.0
11/12/2016,11,50,7.0,57,10.0,35,9.0,33,6.0,55.0,6.0
11/12/2016,12,49,7.0,60,10.0,35,9.0,33,7.0,55.0,6.0
11/12/2016,13,49,7.0,63,10.0,35,9.0,34,7.0,55.0,7.0
11/12/2016,14,49,8.0,65,10.0,35,9.0,34,7.0,54.0,6.0
11/12/2016,15,50,8.0,68,10.0,35,8.0,34,7.0,51.0,6.0
11/12/2016,16,46,8.0,68,8.0,34,8.0,34,7.0,50.0,5.0
11/12/2016,17,46,7.0,68,7.0,35,7.0,34,7.0,50.0,5.0
11/12/2016,18,45,6.0,67,7.0,36,6.0,34,7.0,49.0,5.0
11/12/2016,19,45,6.0,67,6.0,36,6.0,34,8.0,51.0,5.0
11/12/2016,20,46,7.0,67,6.0,38,6.0,34,8.0,51.0,5.0
11/12/2016,21,49,7.0,68,6.0,39,7.0,34,8.0,51.0,5.0
11/12/2016,22,52,7.0,68,6.0,40,7.0,35,8.0,51.0,5.0
11/12/2016,23,57,7.0,68,7.0,40,8.0,36,9.0,52.0,6.0
11/12/2016,24,58,7.0,70,8.0,41,8.0,38,9.0,54.0,6.0
12/12/2016,1,60,7.0,74,9.0,43,8.0,38,9.0,55.0,7.0
12/12/2016,2,63,8.0,76,10.0,44,9.0,39,7.0,57.0,8.0
12/12/2016,3,64,-99.0,76,-99.0,45,-99.0,40,-99.0,58.0,-99.0
12/12/2016,4,65,-99.0,77,-99.0,46,-99.0,41,-99.0,60.0,-99.0
12/12/2016,5,65,-99.0,80,-99.0,46,-99.0,44,-99.0,60.0,-99.0
12/12/2016,6,64,-99.0,81,-99.0,48,-99.0,44,-99.0,60.0,-99.0
12/12/2016,7,65,-99.0,83,-99.0,48,-99.0,45,-99.0,63.0,-99.0
12/12/2016,8,67,-99.0,84,-99.0,50,-99.0,45,-99.0,64.0,-99.0
12/12/2016,9,71,12.0,88,16.0,51,13.0,46,9.0,65.0,12.0
12/12/2016,10,71,12.0,93,17.0,54,15.0,46,9.0,67.0,12.0
12/12/2016,11,74,12.0,96,17.0,57,18.0,48,9.0,68.0,12.0
12/12/2016,12,77,12.0,93,16.0,58,17.0,46,8.0,73.0,12.0
12/12/2016,13,73,12.0,94,15.0,58,15.0,48,8.0,73.0,11.0
12/12/2016,14,71,12.0,94,15.0,58,15.0,45,8.0,74.0,11.0
12/12/2016,15,68,12.0,91,14.0,60,14.0,45,7.0,74.0,10.0
12/12/2016,16,70,9.0,93,13.0,61,12.0,45,7.0,76.0,8.0
12/12/2016,17,70,7.0,94,10.0,60,10.0,44,7.0,77.0,6.0
12/12/2016,18,71,6.0,94,9.0,61,9.0,45,6.0,78.0,5.0
12/12/2016,19,70,7.0,94,10.0,61,8.0,45,6.0,80.0,5.0
12/12/2016,20,73,8.0,93,9.0,61,8.0,45,7.0,81.0,5.0
12/12/2016,21,74,9.0,96,9.0,61,10.0,44,7.0,81.0,6.0
12/12/2016,22,76,10.0,97,8.0,64,10.0,44,7.0,83.0,6.0
12/12/2016,23,77,10.0,97,8.0,65,11.0,44,7.0,83.0,7.0
12/12/2016,24,78,11.0,97,9.0,67,11.0,43,8.0,81.0,8.0
13/12/2016,1,80,10.0,94,9.0,67,11.0,41,8.0,83.0,8.0
13/12/2016,2,80,10.0,96,9.0,65,10.0,41,7.0,83.0,8.0
13/12/2016,3,78,9.0,99,8.0,64,9.0,40,7.0,81.0,8.0
13/12/2016,4,80,7.0,99,8.0,65,7.0,40,6.0,81.0,8.0
13/12/2016,5,80,6.0,97,8.0,64,7.0,40,6.0,83.0,7.0
13/12/2016,6,81,6.0,99,9.0,64,7.0,40,6.0,84.0,7.0
13/12/2016,7,84,6.0,100,11.0,65,8.0,40,6.0,86.0,8.0
13/12/2016,8,84,8.0,101,14.0,65,10.0,40,8.0,87.0,10.0
13/12/2016,9,86,10.0,102,16.0,70,11.0,40,12.0,88.0,13.0
13/12/2016,10,87,12.0,103,18.0,71,13.0,41,13.0,91.0,15.0
13/12/2016,11,88,14.0,104,18.0,71,15.0,44,14.0,93.0,16.0
13/12/2016,12,93,15.0,103,19.0,73,15.0,45,15.0,91.0,16.0
13/12/2016,13,94,15.0,104,18.0,74,15.0,48,15.0,91.0,16.0
13/12/2016,14,96,15.0,105,18.0,74,15.0,50,15.0,93.0,15.0
13/12/2016,15,97,15.0,105,15.0,76,15.0,51,14.0,96.0,15.0
13/12/2016,16,96,13.0,105,12.0,78,13.0,51,12.0,99.0,13.0
13/12/2016,17,96,10.0,105,8.0,80,13.0,52,9.0,101.0,10.0
13/12/2016,18,96,8.0,105,6.0,80,9.0,54,8.0,101.0,7.0
13/12/2016,19,97,8.0,105,7.0,78,8.0,55,8.0,101.0,6.0
13/12/2016,20,100,8.0,105,6.0,78,9.0,55,8.0,102.0,7.0
13/12/2016,21,101,9.0,105,6.0,80,9.0,57,8.0,103.0,8.0
13/12/2016,22,101,10.0,105,7.0,80,10.0,57,8.0,103.0,10.0
13/12/2016,23,101,11.0,106,7.0,80,10.0,57,8.0,103.0,11.0
13/12/2016,24,101,11.0,106,8.0,81,10.0,57,8.0,104.0,12.0
14/12/2016,1,101,11.0,105,8.0,81,10.0,58,8.0,105.0,11.0
14/12/2016,2,102,11.0,105,8.0,81,10.0,55,8.0,105.0,11.0
14/12/2016,3,102,10.0,104,8.0,81,9.0,55,7.0,106.0,11.0
14/12/2016,4,102,9.0,104,7.0,81,8.0,55,6.0,106.0,11.0
14/12/2016,5,102,7.0,104,7.0,81,8.0,55,5.0,106.0,10.0
14/12/2016,6,102,6.0,104,7.0,81,8.0,55,5.0,106.0,10.0
14/12/2016,7,102,7.0,104,9.0,80,9.0,54,5.0,106.0,10.0
14/12/2016,8,101,9.0,105,12.0,81,12.0,54,8.0,106.0,11.0
14/12/2016,9,101,12.0,105,15.0,77,13.0,55,8.0,106.0,13.0
14/12/2016,10,100,13.0,106,16.0,77,15.0,52,9.0,106.0,13.0
14/12/2016,11,99,14.0,105,17.0,78,15.0,50,10.0,106.0,13.0
14/12/2016,12,99,15.0,106,17.0,78,15.0,49,11.0,107.0,14.0
14/12/2016,13,100,15.0,106,17.0,78,15.0,49,9.0,107.0,14.0
14/12/2016,14,101,15.0,106,16.0,80,15.0,49,9.0,107.0,13.0
14/12/2016,15,102,15.0,105,16.0,78,14.0,50,9.0,107.0,13.0
14/12/2016,16,103,12.0,105,14.0,77,13.0,49,9.0,107.0,11.0
14/12/2016,17,103,10.0,105,10.0,76,11.0,49,8.0,107.0,8.0
14/12/2016,18,103,9.0,105,9.0,76,10.0,46,8.0,107.0,8.0
14/12/2016,19,103,10.0,106,8.0,76,11.0,45,8.0,107.0,7.0
14/12/2016,20,103,10.0,106,7.0,77,11.0,45,9.0,106.0,7.0
14/12/2016,21,103,10.0,106,8.0,78,11.0,46,9.0,106.0,7.0
14/12/2016,22,102,9.0,105,8.0,80,11.0,48,9.0,107.0,8.0
14/12/2016,23,102,9.0,105,8.0,78,11.0,48,9.0,107.0,10.0
14/12/2016,24,102,9.0,105,8.0,78,11.0,46,9.0,106.0,12.0
15/12/2016,1,102,8.0,105,8.0,78,10.0,46,9.0,106.0,13.0
15/12/2016,2,102,7.0,104,8.0,78,9.0,46,9.0,106.0,13.0
15/12/2016,3,102,6.0,105,7.0,78,7.0,46,8.0,106.0,13.0
15/12/2016,4,102,5.0,105,6.0,78,6.0,48,8.0,106.0,12.0
15/12/2016,5,102,5.0,105,6.0,78,5.0,49,7.0,106.0,10.0
15/12/2016,6,102,5.0,105,7.0,78,5.0,49,6.0,107.0,9.0
15/12/2016,7,102,5.0,105,7.0,78,5.0,50,6.0,106.0,8.0
15/12/2016,8,102,5.0,104,8.0,78,5.0,50,6.0,106.0,9.0
15/12/2016,9,102,6.0,102,9.0,80,6.0,51,6.0,106.0,11.0
15/12/2016,10,101,7.0,101,9.0,78,7.0,52,7.0,106.0,11.0
15/12/2016,11,100,7.0,100,10.0,76,9.0,52,7.0,107.0,12.0
15/12/2016,12,96,8.0,97,10.0,76,9.0,54,7.0,107.0,12.0
15/12/2016,13,94,9.0,96,10.0,76,10.0,55,7.0,107.0,13.0
15/12/2016,14,93,10.0,97,10.0,76,10.0,57,8.0,108.0,13.0
15/12/2016,15,91,10.0,97,9.0,78,10.0,58,8.0,108.0,12.0
15/12/2016,16,91,9.0,99,9.0,78,10.0,60,8.0,109.0,11.0
15/12/2016,17,90,9.0,99,9.0,80,9.0,61,8.0,109.0,9.0
15/12/2016,18,91,9.0,100,8.0,81,9.0,63,8.0,110.0,8.0
15/12/2016,19,93,9.0,100,7.0,81,10.0,63,8.0,110.0,7.0
15/12/2016,20,90,9.0,101,7.0,78,11.0,61,8.0,110.0,7.0
15/12/2016,21,84,8.0,101,7.0,74,11.0,58,8.0,109.0,6.0
15/12/2016,22,83,8.0,102,7.0,73,11.0,58,7.0,107.0,7.0
15/12/2016,23,80,8.0,102,8.0,71,11.0,57,7.0,106.0,7.0
15/12/2016,24,80,8.0,103,9.0,70,11.0,57,7.0,106.0,7.0
16/12/2016,1,78,8.0,103,10.0,68,11.0,57,6.0,105.0,8.0
16/12/2016,2,78,8.0,103,10.0,68,11.0,55,6.0,104.0,8.0
16/12/2016,3,78,7.0,103,10.0,68,10.0,55,6.0,103.0,8.0
16/12/2016,4,80,7.0,104,11.0,68,10.0,55,6.0,102.0,8.0
16/12/2016,5,81,6.0,104,11.0,68,8.0,55,6.0,101.0,8.0
16/12/2016,6,81,6.0,103,12.0,70,9.0,57,6.0,101.0,8.0
16/12/2016,7,81,7.0,103,12.0,70,10.0,57,6.0,100.0,8.0
16/12/2016,8,83,10.0,103,13.0,70,12.0,57,7.0,96.0,9.0
16/12/2016,9,83,12.0,103,14.0,70,12.0,57,7.0,93.0,10.0
16/12/2016,10,84,13.0,103,15.0,70,13.0,55,9.0,88.0,11.0
16/12/2016,11,86,14.0,103,15.0,70,14.0,55,9.0,84.0,11.0
16/12/2016,12,87,15.0,103,15.0,70,14.0,54,10.0,80.0,11.0
16/12/2016,13,90,15.0,104,15.0,70,15.0,52,11.0,74.0,11.0
16/12/2016,14,90,16.0,105,15.0,70,14.0,51,11.0,68.0,11.0
16/12/2016,15,90,15.0,105,15.0,68,14.0,50,11.0,61.0,10.0
16/12/2016,16,93,14.0,105,13.0,68,12.0,49,12.0,58.0,9.0
16/12/2016,17,93,12.0,106,11.0,68,12.0,46,11.0,54.0,8.0
16/12/2016,18,91,11.0,106,11.0,65,11.0,44,11.0,50.0,8.0
16/12/2016,19,91,13.0,106,12.0,64,12.0,58,12.0,48.0,9.0
16/12/2016,20,88,14.0,105,13.0,65,14.0,57,11.0,48.0,10.0
16/12/2016,21,88,13.0,106,13.0,67,15.0,55,11.0,48.0,11.0
16/12/2016,22,90,14.0,106,15.0,68,16.0,54,10.0,50.0,12.0
16/12/2016,23,91,16.0,107,17.0,70,17.0,52,10.0,52.0,14.0
16/12/2016,24,96,19.0,107,19.0,73,18.0,51,11.0,54.0,15.0
17/12/2016,1,97,21.0,108,19.0,74,19.0,51,11.0,57.0,15.0
17/12/2016,2,101,23.0,109,21.0,76,21.0,52,12.0,58.0,16.0
17/12/2016,3,102,22.0,109,21.0,77,21.0,55,12.0,60.0,15.0
17/12/2016,4,103,19.0,109,19.0,80,19.0,57,12.0,61.0,15.0
17/12/2016,5,102,17.0,110,17.0,81,17.0,57,12.0,61.0,15.0
17/12/2016,6,104,16.0,110,16.0,83,17.0,57,11.0,61.0,14.0
17/12/2016,7,104,17.0,111,16.0,84,17.0,55,11.0,63.0,13.0
17/12/2016,8,104,19.0,112,19.0,84,17.0,54,11.0,64.0,13.0
17/12/2016,9,104,20.0,113,19.0,84,17.0,52,12.0,65.0,12.0
17/12/2016,10,104,19.0,113,19.0,84,18.0,51,12.0,68.0,12.0
17/12/2016,11,104,18.0,113,18.0,84,17.0,51,12.0,67.0,12.0
17/12/2016,12,104,16.0,112,18.0,83,15.0,50,12.0,65.0,11.0
17/12/2016,13,104,15.0,111,17.0,81,15.0,50,11.0,65.0,10.0
17/12/2016,14,103,15.0,110,15.0,78,14.0,49,10.0,67.0,9.0
17/12/2016,15,103,13.0,109,12.0,76,12.0,46,10.0,65.0,8.0
17/12/2016,16,102,11.0,108,9.0,73,10.0,45,9.0,64.0,7.0
17/12/2016,17,102,8.0,107,7.0,71,8.0,44,9.0,64.0,5.0
17/12/2016,18,101,6.0,107,6.0,70,7.0,44,8.0,64.0,5.0
17/12/2016,19,101,5.0,106,6.0,68,6.0,43,7.0,65.0,3.0
17/12/2016,20,100,5.0,106,6.0,67,6.0,41,6.0,63.0,3.0
17/12/2016,21,99,5.0,105,7.0,65,7.0,40,5.0,58.0,3.0
17/12/2016,22,99,5.0,104,7.0,63,7.0,39,5.0,57.0,4.0
17/12/2016,23,101,6.0,103,8.0,60,8.0,39,5.0,54.0,5.0
17/12/2016,24,101,8.0,102,8.0,58,9.0,38,6.0,52.0,5.0
18/12/2016,1,102,8.0,101,9.0,58,9.0,38,7.0,50.0,5.0
18/12/2016,2,99,9.0,101,9.0,57,10.0,35,7.0,49.0,5.0
18/12/2016,3,93,-99.0,102,-99.0,55,-99.0,33,-99.0,48.0,-99.0
18/12/2016,4,90,-99.0,102,-99.0,54,-99.0,31,-99.0,46.0,-99.0
18/12/2016,5,90,-99.0,102,-99.0,52,-99.0,30,-99.0,45.0,-99.0
18/12/2016,6,86,-99.0,102,-99.0,51,-99.0,30,-99.0,44.0,-99.0
18/12/2016,7,84,-99.0,102,-99.0,50,-99.0,29,-99.0,44.0,-99.0
18/12/2016,8,81,-99.0,102,-99.0,49,-99.0,29,-99.0,43.0,-99.0
18/12/2016,9,77,12.0,101,16.0,48,13.0,29,7.0,41.0,8.0
18/12/2016,10,73,12.0,96,15.0,46,12.0,28,7.0,40.0,8.0
18/12/2016,11,71,11.0,91,15.0,45,12.0,28,7.0,39.0,8.0
18/12/2016,12,68,11.0,88,14.0,45,11.0,25,8.0,40.0,8.0
18/12/2016,13,67,11.0,88,12.0,45,10.0,24,8.0,43.0,8.0
18/12/2016,14,67,11.0,90,11.0,45,10.0,25,7.0,44.0,8.0
18/12/2016,15,68,10.0,91,10.0,46,9.0,25,7.0,45.0,7.0
18/12/2016,16,67,9.0,91,8.0,48,8.0,26,7.0,46.0,6.0
18/12/2016,17,70,8.0,91,6.0,49,7.0,28,7.0,46.0,5.0
18/12/2016,18,70,7.0,94,5.0,50,7.0,29,7.0,48.0,5.0
18/12/2016,19,76,7.0,97,5.0,54,7.0,29,7.0,48.0,5.0
18/12/2016,20,77,6.0,97,5.0,55,7.0,30,7.0,49.0,5.0
18/12/2016,21,78,6.0,97,5.0,58,6.0,33,7.0,51.0,6.0
18/12/2016,22,78,6.0,96,5.0,58,6.0,35,7.0,52.0,5.0
18/12/2016,23,74,6.0,96,6.0,58,6.0,35,7.0,54.0,5.0
18/12/2016,24,71,6.0,96,6.0,58,6.0,38,7.0,55.0,6.0
19/12/2016,1,70,6.0,97,6.0,60,6.0,39,6.0,55.0,6.0
19/12/2016,2,68,6.0,99,7.0,60,6.0,40,6.0,58.0,6.0
19/12/2016,3,68,5.0,100,7.0,58,6.0,40,6.0,60.0,6.0
19/12/2016,4,67,5.0,100,7.0,58,6.0,43,6.0,60.0,6.0
19/12/2016,5,67,5.0,100,7.0,58,6.0,44,5.0,61.0,6.0
19/12/2016,6,65,5.0,100,8.0,58,6.0,44,5.0,63.0,6.0
19/12/2016,7,65,5.0,84,8.0,57,5.0,45,5.0,63.0,6.0
19/12/2016,8,67,5.0,83,8.0,58,6.0,45,6.0,64.0,7.0
19/12/2016,9,67,6.0,83,9.0,58,7.0,46,6.0,64.0,7.0
19/12/2016,10,65,6.0,83,10.0,60,7.0,46,6.0,63.0,7.0
19/12/2016,11,64,7.0,81,10.0,61,8.0,48,6.0,64.0,8.0
19/12/2016,12,64,7.0,83,10.0,61,9.0,48,6.0,64.0,7.0
19/12/2016,13,64,8.0,81,10.0,64,9.0,49,7.0,64.0,7.0
19/12/2016,14,64,8.0,80,9.0,65,9.0,50,7.0,64.0,7.0
19/12/2016,15,64,8.0,78,9.0,67,9.0,52,7.0,64.0,6.0
19/12/2016,16,64,7.0,78,8.0,68,9.0,52,7.0,64.0,6.0
19/12/2016,17,64,7.0,77,7.0,67,8.0,52,7.0,64.0,6.0
19/12/2016,18,63,7.0,76,6.0,67,8.0,54,7.0,64.0,5.0
19/12/2016,19,61,7.0,71,5.0,65,7.0,55,7.0,65.0,5.0
19/12/2016,20,60,7.0,70,5.0,64,7.0,57,6.0,65.0,5.0
19/12/2016,21,60,7.0,70,5.0,63,7.0,55,6.0,64.0,5.0
19/12/2016,22,60,7.0,70,5.0,63,7.0,55,6.0,64.0,5.0
19/12/2016,23,60,7.0,70,5.0,63,6.0,54,6.0,64.0,5.0
19/12/2016,24,60,6.0,68,5.0,61,6.0,54,6.0,64.0,5.0
20/12/2016,1,58,6.0,67,6.0,61,6.0,52,5.0,63.0,5.0
20/12/2016,2,58,5.0,65,5.0,61,5.0,51,5.0,61.0,5.0
20/12/2016,3,57,5.0,63,5.0,60,5.0,50,5.0,60.0,5.0
20/12/2016,4,55,5.0,60,5.0,57,5.0,49,5.0,58.0,5.0
20/12/2016,5,54,4.0,58,5.0,55,5.0,48,5.0,57.0,5.0
20/12/2016,6,54,4.0,55,5.0,55,5.0,46,5.0,55.0,5.0
20/12/2016,7,54,4.0,52,6.0,55,5.0,45,5.0,55.0,5.0
20/12/2016,8,55,5.0,51,7.0,57,5.0,44,5.0,55.0,8.0
20/12/2016,9,55,5.0,54,9.0,57,6.0,44,5.0,55.0,9.0
20/12/2016,10,55,5.0,54,10.0,57,6.0,43,5.0,54.0,11.0
20/12/2016,11,55,6.0,54,10.0,57,7.0,43,5.0,52.0,12.0
20/12/2016,12,52,6.0,51,10.0,55,7.0,41,5.0,52.0,12.0
20/12/2016,13,51,7.0,52,11.0,52,8.0,39,6.0,51.0,12.0
20/12/2016,14,50,7.0,52,11.0,51,8.0,39,6.0,52.0,12.0
20/12/2016,15,50,7.0,52,10.0,50,7.0,36,6.0,51.0,11.0
20/12/2016,16,49,7.0,52,8.0,51,7.0,35,6.0,52.0,8.0
20/12/2016,17,49,7.0,54,6.0,51,6.0,35,6.0,52.0,7.0
20/12/2016,18,51,6.0,55,5.0,51,6.0,34,6.0,54.0,7.0
20/12/2016,19,51,6.0,57,5.0,52,6.0,34,6.0,55.0,7.0
20/12/2016,20,51,6.0,57,5.0,51,6.0,34,6.0,57.0,7.0
20/12/2016,21,51,6.0,57,5.0,52,6.0,33,6.0,58.0,7.0
20/12/2016,22,51,6.0,57,5.0,51,6.0,33,6.0,58.0,7.0
20/12/2016,23,51,6.0,57,5.0,52,5.0,33,6.0,58.0,7.0
20/12/2016,24,51,6.0,57,5.0,52,5.0,33,6.0,58.0,7.0
21/12/2016,1,50,6.0,57,6.0,52,5.0,33,5.0,60.0,8.0
21/12/2016,2,50,6.0,57,6.0,52,5.0,33,5.0,61.0,7.0
21/12/2016,3,51,5.0,58,6.0,52,5.0,33,5.0,64.0,7.0
21/12/2016,4,51,5.0,58,6.0,54,5.0,33,5.0,64.0,6.0
21/12/2016,5,52,5.0,60,6.0,54,5.0,33,5.0,64.0,5.0
21/12/2016,6,54,5.0,61,6.0,57,5.0,33,5.0,64.0,5.0
21/12/2016,7,54,5.0,63,7.0,55,5.0,33,5.0,65.0,6.0
21/12/2016,8,54,6.0,64,8.0,54,5.0,33,5.0,65.0,7.0
21/12/2016,9,54,8.0,64,9.0,52,6.0,33,6.0,65.0,7.0
21/12/2016,10,55,10.0,65,10.0,52,7.0,33,6.0,65.0,7.0
21/12/2016,11,57,11.0,67,11.0,54,8.0,34,6.0,65.0,8.0
21/12/2016,12,57,11.0,68,12.0,54,9.0,34,7.0,64.0,8.0
21/12/2016,13,57,12.0,68,11.0,55,10.0,35,7.0,64.0,9.0
21/12/2016,14,58,12.0,68,11.0,57,10.0,35,7.0,64.0,9.0
21/12/2016,15,58,11.0,67,10.0,57,10.0,36,7.0,64.0,8.0
21/12/2016,16,58,10.0,67,9.0,58,9.0,38,7.0,64.0,7.0
21/12/2016,17,58,8.0,68,8.0,61,9.0,38,7.0,64.0,7.0
21/12/2016,18,57,7.0,68,7.0,61,8.0,38,8.0,67.0,6.0
21/12/2016,19,55,7.0,68,7.0,61,9.0,38,8.0,64.0,6.0
21/12/2016,20,57,7.0,68,8.0,63,9.0,38,8.0,64.0,6.0
21/12/2016,21,58,7.0,70,8.0,61,9.0,39,8.0,65.0,7.0
21/12/2016,22,61,7.0,70,8.0,61,9.0,39,8.0,67.0,7.0
21/12/2016,23,63,8.0,73,8.0,61,9.0,40,8.0,70.0,8.0
21/12/2016,24,67,8.0,76,9.0,61,9.0,41,8.0,70.0,8.0
22/12/2016,1,68,8.0,78,10.0,63,9.0,43,8.0,71.0,9.0
22/12/2016,2,71,8.0,78,10.0,63,9.0,43,8.0,71.0,9.0
22/12/2016,3,74,8.0,81,11.0,65,9.0,41,7.0,71.0,9.0
22/12/2016,4,76,7.0,84,12.0,65,9.0,41,7.0,74.0,10.0
22/12/2016,5,77,6.0,87,12.0,68,9.0,43,6.0,78.0,9.0
22/12/2016,6,78,7.0,88,12.0,70,10.0,43,6.0,80.0,9.0
22/12/2016,7,80,7.0,93,12.0,71,11.0,43,7.0,80.0,10.0
22/12/2016,8,83,9.0,94,13.0,71,12.0,44,7.0,83.0,12.0
22/12/2016,9,86,9.0,96,14.0,73,12.0,45,8.0,87.0,13.0
22/12/2016,10,87,10.0,97,15.0,76,12.0,46,8.0,90.0,14.0
22/12/2016,11,90,10.0,99,15.0,77,12.0,49,9.0,93.0,14.0
22/12/2016,12,93,11.0,101,15.0,78,13.0,49,9.0,97.0,13.0
22/12/2016,13,93,11.0,102,15.0,80,13.0,49,9.0,99.0,14.0
22/12/2016,14,97,11.0,103,15.0,81,13.0,50,9.0,100.0,14.0
22/12/2016,15,101,10.0,103,13.0,81,12.0,50,9.0,101.0,13.0
22/12/2016,16,102,9.0,103,11.0,80,11.0,50,9.0,102.0,11.0
22/12/2016,17,102,8.0,103,9.0,80,9.0,51,8.0,102.0,9.0
22/12/2016,18,102,7.0,103,8.0,80,8.0,51,7.0,102.0,8.0
22/12/2016,19,103,6.0,103,6.0,81,8.0,51,7.0,102.0,8.0
22/12/2016,20,103,6.0,104,6.0,83,8.0,52,7.0,102.0,7.0
22/12/2016,21,103,6.0,105,6.0,86,7.0,51,7.0,101.0,7.0
22/12/2016,22,103,5.0,105,7.0,87,7.0,52,7.0,101.0,7.0
22/12/2016,23,102,6.0,106,8.0,88,7.0,52,7.0,99.0,6.0
22/12/2016,24,102,6.0,106,9.0,88,8.0,52,8.0,99.0,6.0
23/12/2016,1,102,6.0,107,10.0,88,7.0,51,7.0,97.0,7.0
23/12/2016,2,101,5.0,107,10.0,88,7.0,51,7.0,97.0,7.0
23/12/2016,3,101,5.0,107,11.0,86,6.0,52,7.0,97.0,6.0
23/12/2016,4,101,5.0,107,10.0,86,6.0,52,7.0,96.0,7.0
23/12/2016,5,101,5.0,107,10.0,84,7.0,52,7.0,96.0,7.0
23/12/2016,6,102,5.0,107,10.0,84,8.0,52,6.0,97.0,7.0
23/12/2016,7,102,5.0,107,10.0,81,8.0,54,7.0,97.0,8.0
23/12/2016,8,101,5.0,106,10.0,81,8.0,54,7.0,96.0,10.0
23/12/2016,9,100,8.0,106,11.0,83,9.0,52,8.0,97.0,12.0
23/12/2016,10,93,9.0,106,12.0,83,11.0,52,9.0,97.0,12.0
23/12/2016,11,96,11.0,106,14.0,84,12.0,55,10.0,96.0,12.0
23/12/2016,12,97,12.0,107,15.0,88,13.0,57,11.0,94.0,12.0
23/12/2016,13,100,13.0,108,15.0,91,14.0,58,12.0,94.0,12.0
23/12/2016,14,101,14.0,109,15.0,93,13.0,63,12.0,93.0,11.0
23/12/2016,15,101,13.0,110,14.0,93,14.0,65,12.0,91.0,10.0
23/12/2016,16,101,13.0,110,12.0,96,13.0,67,11.0,90.0,9.0
23/12/2016,17,101,11.0,111,11.0,97,13.0,68,11.0,88.0,7.0
23/12/2016,18,102,10.0,111,9.0,97,12.0,70,11.0,87.0,6.0
23/12/2016,19,102,11.0,111,8.0,97,11.0,70,11.0,87.0,5.0
23/12/2016,20,103,12.0,111,8.0,97,10.0,68,11.0,88.0,6.0
23/12/2016,21,103,12.0,111,8.0,94,10.0,70,11.0,90.0,6.0
23/12/2016,22,103,12.0,111,11.0,96,12.0,70,12.0,90.0,7.0
23/12/2016,23,103,12.0,111,13.0,97,14.0,71,12.0,91.0,8.0
23/12/2016,24,104,13.0,113,15.0,101,15.0,73,12.0,94.0,8.0
24/12/2016,1,105,13.0,113,15.0,102,17.0,73,12.0,93.0,9.0
24/12/2016,2,106,14.0,115,17.0,103,18.0,74,13.0,93.0,9.0
24/12/2016,3,106,-99.0,116,-99.0,105,-99.0,74,-99.0,94.0,-99.0
24/12/2016,4,107,-99.0,117,-99.0,106,-99.0,74,-99.0,96.0,-99.0
24/12/2016,5,107,-99.0,117,-99.0,107,-99.0,76,-99.0,94.0,-99.0
24/12/2016,6,108,-99.0,118,-99.0,107,-99.0,76,-99.0,94.0,-99.0
24/12/2016,7,108,-99.0,118,-99.0,108,-99.0,74,-99.0,96.0,-99.0
